,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
0,1,Kareem Abdul-Jabbar*,C,38,LAL,79,79,33.3,9.6,16.9,0.564,0.0,0.0,0.0,9.6,16.9,0.565,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,abdulka01,1985-86
1,2,Alvan Adams,C,31,PHO,78,45,25.7,4.4,8.7,0.502,0.0,0.0,0.0,4.4,8.7,0.504,0.502,2.0,2.6,0.783,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,adamsal01,1985-86
2,3,Michael Adams,PG,23,SAC,18,0,7.7,0.9,2.4,0.364,0.0,0.2,0.0,0.9,2.3,0.39,0.364,0.4,0.7,0.667,0.1,0.2,0.3,1.2,0.5,0.1,0.6,0.5,2.2,adamsmi01,1985-86
3,4,Mark Aguirre,SF,26,DAL,74,73,33.8,9.0,17.9,0.503,0.2,0.8,0.286,8.8,17.2,0.513,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,aguirma01,1985-86
4,5,Danny Ainge,SG,26,BOS,80,78,30.1,4.4,8.8,0.504,0.3,0.9,0.356,4.1,7.9,0.521,0.522,1.5,1.7,0.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,aingeda01,1985-86
5,6,Ron Anderson,SF,27,TOT,77,30,21.8,4.0,8.2,0.494,0.0,0.1,0.222,4.0,8.0,0.498,0.495,1.1,1.6,0.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,anderro01,1985-86
6,6,Ron Anderson,SF,27,CLE,17,3,12.2,2.2,4.4,0.5,0.0,0.1,0.0,2.2,4.3,0.507,0.5,0.7,0.9,0.75,0.3,1.2,1.5,0.5,0.1,0.0,0.4,1.2,5.1,anderro01,1985-86
7,6,Ron Anderson,SF,27,IND,60,27,24.5,4.6,9.2,0.493,0.0,0.1,0.25,4.5,9.1,0.496,0.495,1.2,1.9,0.658,2.1,2.1,4.1,2.3,0.9,0.1,1.3,1.8,10.4,anderro01,1985-86
8,7,John Bagley,PG,25,CLE,78,77,31.7,4.7,11.1,0.423,0.1,0.5,0.243,4.6,10.6,0.431,0.428,2.2,2.8,0.791,1.0,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,baglejo01,1985-86
9,8,James Bailey,PF,28,NYK,48,36,25.9,4.2,9.2,0.456,0.0,0.1,0.0,4.2,9.1,0.46,0.456,2.7,3.5,0.772,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,baileja01,1985-86
