,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
0,1,Tariq Abdul-Wahad,SG,25,TOT,61,56,25.9,4.5,10.6,0.424,0.0,0.4,0.13,4.4,10.2,0.435,0.426,2.4,3.2,0.756,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4,11.4,abdulta01,1999-00
1,1,Tariq Abdul-Wahad,SG,25,ORL,46,46,26.2,4.8,11.2,0.433,0.0,0.5,0.095,4.8,10.7,0.447,0.435,2.5,3.3,0.762,1.7,3.5,5.2,1.6,1.2,0.3,1.9,2.5,12.2,abdulta01,1999-00
2,1,Tariq Abdul-Wahad,SG,25,DEN,15,10,24.9,3.4,8.7,0.389,0.1,0.1,0.5,3.3,8.6,0.388,0.393,2.1,2.8,0.738,1.6,1.9,3.5,1.7,0.4,0.8,1.3,2.1,8.9,abdulta01,1999-00
3,2,Shareef Abdur-Rahim,SF,23,VAN,82,82,39.3,7.2,15.6,0.465,0.4,1.2,0.302,6.9,14.4,0.478,0.477,5.4,6.7,0.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3,abdursh01,1999-00
4,3,Cory Alexander,PG,26,DEN,29,2,11.3,1.0,3.4,0.286,0.3,1.2,0.257,0.7,2.2,0.302,0.332,0.6,0.8,0.773,0.3,1.2,1.4,2.0,0.8,0.1,1.0,1.3,2.8,alexaco01,1999-00
5,4,Ray Allen*,SG,24,MIL,82,82,37.4,7.8,17.2,0.455,2.1,5.0,0.423,5.7,12.2,0.468,0.516,4.3,4.9,0.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1,allenra02,1999-00
6,5,Rafer Alston,PG,23,MIL,27,0,13.4,1.0,3.5,0.284,0.1,0.5,0.214,0.9,3.0,0.296,0.3,0.1,0.1,0.75,0.2,0.7,0.9,2.6,0.4,0.0,1.1,1.1,2.2,alstora01,1999-00
7,6,John Amaechi,C,29,ORL,80,53,21.1,3.8,8.8,0.437,0.0,0.1,0.167,3.8,8.7,0.439,0.438,2.8,3.6,0.766,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2.0,10.5,amaecjo01,1999-00
8,7,Derek Anderson,SG,25,LAC,64,58,34.4,5.9,13.4,0.438,0.9,2.8,0.309,5.0,10.7,0.472,0.47,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3,16.9,anderde01,1999-00
9,8,Kenny Anderson,PG,29,BOS,82,82,31.6,5.3,12.0,0.44,1.0,2.7,0.386,4.3,9.3,0.456,0.483,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,anderke01,1999-00
10,9,Nick Anderson,SG,32,SAC,72,72,29.1,4.3,10.9,0.391,1.8,5.5,0.332,2.4,5.3,0.452,0.476,0.5,1.1,0.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6,10.8,anderni01,1999-00
11,10,Shandon Anderson,SF,26,HOU,82,82,32.9,4.5,9.5,0.473,1.0,2.7,0.351,3.5,6.7,0.523,0.524,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2,12.3,andersh01,1999-00
12,11,Chris Anstey,C,25,CHI,73,11,13.8,2.2,5.0,0.442,0.0,0.1,0.167,2.2,4.9,0.447,0.444,1.6,2.0,0.789,1.2,2.6,3.8,0.9,0.4,0.3,1.1,2.5,6.0,anstech01,1999-00
13,12,Greg Anthony,PG,32,POR,82,3,18.9,2.1,5.1,0.406,1.1,2.8,0.378,1.0,2.2,0.443,0.512,1.1,1.4,0.772,0.2,1.4,1.6,2.5,0.7,0.1,1.0,1.7,6.3,anthogr01,1999-00
14,13,B.J. Armstrong,PG,32,CHI,27,18,21.6,3.1,6.9,0.446,0.5,1.1,0.448,2.6,5.8,0.446,0.481,0.8,0.9,0.88,0.1,1.7,1.7,2.9,0.3,0.0,1.5,1.3,7.4,armstbj01,1999-00
15,14,Darrell Armstrong,PG,31,ORL,82,82,31.6,5.9,13.6,0.433,1.7,4.9,0.34,4.2,8.7,0.485,0.494,2.7,3.0,0.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7,16.2,armstda01,1999-00
16,15,Chucky Atkins,PG,25,ORL,82,0,19.8,3.8,9.0,0.424,0.7,2.0,0.35,3.1,7.0,0.445,0.462,1.2,1.6,0.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7,9.5,atkinch01,1999-00
17,16,Stacey Augmon,SG,31,POR,59,0,11.7,1.4,3.0,0.474,0.0,0.0,0.0,1.4,2.9,0.48,0.474,0.6,0.9,0.673,0.7,1.3,2.0,0.9,0.5,0.2,0.6,1.2,3.4,augmost01,1999-00
18,17,Isaac Austin,C,30,WAS,59,23,19.9,2.6,6.0,0.429,0.0,0.1,0.25,2.5,5.9,0.431,0.43,1.6,2.3,0.686,1.1,3.7,4.8,1.3,0.3,0.6,1.8,2.2,6.7,austiis01,1999-00
19,18,Anthony Avent,PF,30,LAC,49,3,7.7,0.6,2.0,0.302,0.0,0.0,,0.6,2.0,0.302,0.302,0.5,0.7,0.719,0.5,1.0,1.5,0.2,0.3,0.3,0.5,1.3,1.7,aventan01,1999-00
20,19,William Avery,PG,20,MIN,59,1,8.2,0.9,3.1,0.309,0.3,1.1,0.286,0.6,2.0,0.322,0.359,0.4,0.6,0.667,0.1,0.5,0.7,1.5,0.2,0.0,0.7,1.0,2.6,averywi01,1999-00
21,20,Toby Bailey,SG,24,PHO,46,2,9.8,1.3,3.0,0.414,0.0,0.2,0.2,1.2,2.8,0.431,0.421,1.0,1.4,0.692,0.6,1.0,1.6,0.7,0.3,0.1,0.5,1.2,3.5,baileto01,1999-00
22,21,Vin Baker,C,28,SEA,79,75,36.1,6.5,14.3,0.455,0.0,0.1,0.25,6.5,14.2,0.457,0.456,3.6,5.2,0.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,3.6,16.6,bakervi01,1999-00
23,22,Charles Barkley*,PF,36,HOU,20,18,31.0,5.3,11.1,0.477,0.3,1.3,0.231,5.0,9.8,0.51,0.491,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4,14.5,barklch01,1999-00
24,23,Dana Barros,PG,32,BOS,72,0,15.8,2.7,6.0,0.451,0.8,2.0,0.41,1.9,4.0,0.471,0.518,0.9,1.1,0.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2,barroda01,1999-00
25,24,Brent Barry,SG,28,SEA,80,74,34.1,4.1,8.8,0.463,2.1,5.0,0.411,2.0,3.9,0.529,0.579,1.6,2.0,0.809,0.6,4.0,4.7,3.6,1.3,0.4,1.8,2.9,11.8,barrybr01,1999-00
26,25,Drew Barry,PG,26,TOT,16,0,9.9,0.9,2.1,0.455,0.4,1.1,0.389,0.5,0.9,0.533,0.561,0.3,0.3,0.8,0.0,0.8,0.8,2.1,0.1,0.0,0.8,1.4,2.6,barrydr01,1999-00
27,25,Drew Barry,PG,26,GSW,8,0,10.6,1.1,2.3,0.5,0.4,1.1,0.333,0.8,1.1,0.667,0.583,0.1,0.3,0.5,0.0,1.0,1.0,2.1,0.3,0.0,0.8,1.8,2.8,barrydr01,1999-00
28,25,Drew Barry,PG,26,ATL,8,0,9.3,0.8,1.9,0.4,0.5,1.1,0.444,0.3,0.8,0.333,0.533,0.4,0.4,1.0,0.0,0.5,0.5,2.0,0.0,0.0,0.9,1.1,2.4,barrydr01,1999-00
29,26,Jon Barry,SG,30,SAC,62,1,20.7,2.6,5.6,0.465,1.1,2.5,0.429,1.5,3.1,0.495,0.561,1.7,1.9,0.922,0.6,2.0,2.6,2.4,1.2,0.1,1.4,1.7,8.0,barryjo01,1999-00
